x,y,z,cp
-1.450621e-01,-2.391923e-02,3.420970e+00,9.284113e-01
-1.522272e-01,-1.770061e-02,3.421018e+00,-1.118763e+00
-1.529654e-01,-1.163321e-02,3.421017e+00,-6.435606e+00
-1.480709e-01,-6.357082e-03,3.420968e+00,-3.007300e+00
-1.399865e-01,-7.091330e-04,3.420906e+00,-2.304846e+00
-1.284508e-01,5.535708e-03,3.420827e+00,-1.864780e+00
-1.128726e-01,1.253466e-02,3.420729e+00,-1.603734e+00
-9.253345e-02,2.031154e-02,3.420609e+00,-1.439272e+00
-6.673122e-02,2.872248e-02,3.420464e+00,-1.330742e+00
-3.504577e-02,3.734704e-02,3.420294e+00,-1.254429e+00
2.380651e-03,4.552016e-02,3.420101e+00,-1.219640e+00
4.473211e-02,5.202824e-02,3.419889e+00,-1.189090e+00
9.048332e-02,5.479550e-02,3.419667e+00,-9.843372e-01
1.370205e-01,5.366667e-02,3.419445e+00,-6.795831e-01
1.813673e-01,5.107142e-02,3.419233e+00,-4.639409e-01
2.214832e-01,4.848484e-02,3.419038e+00,-3.353660e-01
2.563126e-01,4.600019e-02,3.418866e+00,-2.455333e-01
2.855748e-01,4.351352e-02,3.418719e+00,-1.732677e-01
3.095408e-01,4.093099e-02,3.418596e+00,-1.070155e-01
3.287683e-01,3.831316e-02,3.418496e+00,-1.703718e-02
3.439414e-01,3.589981e-02,3.418414e+00,1.064322e-01
3.557859e-01,3.398729e-02,3.418349e+00,1.685317e-01
3.694383e-01,3.737718e-02,3.222363e+00,4.588156e-01
3.577637e-01,3.705446e-02,3.222443e+00,4.481579e-01
3.429226e-01,3.567152e-02,3.222544e+00,4.542814e-01
3.242923e-01,3.280346e-02,3.222670e+00,4.365524e-01
3.013089e-01,2.791616e-02,3.222826e+00,4.153991e-01
2.735924e-01,2.041279e-02,3.223013e+00,3.881412e-01
2.410836e-01,9.850147e-03,3.223234e+00,3.390551e-01
2.042600e-01,-3.919032e-03,3.223485e+00,2.530672e-01
1.640104e-01,-2.024335e-02,3.223761e+00,9.015086e-02
1.211480e-01,-3.690903e-02,3.224050e+00,-1.347214e-01
7.619958e-02,-4.982369e-02,3.224339e+00,-2.713524e-01
3.094972e-02,-5.606009e-02,3.224614e+00,-1.726040e-01
-1.139693e-02,-5.635579e-02,3.224865e+00,3.956665e-02
-4.847947e-02,-5.309843e-02,3.225084e+00,2.587673e-01
-7.945309e-02,-4.813585e-02,3.225270e+00,4.848946e-01
-1.044598e-01,-4.247794e-02,3.225423e+00,6.817466e-01
-1.241402e-01,-3.675596e-02,3.225546e+00,8.576745e-01
-1.393144e-01,-3.122792e-02,3.225645e+00,9.861385e-01
-1.507277e-01,-2.577151e-02,3.225722e+00,8.941539e-01
-1.579987e-01,-1.949296e-02,3.225781e+00,-1.396450e+00
-1.588447e-01,-1.339689e-02,3.225780e+00,-7.064148e+00
-1.540910e-01,-8.080876e-03,3.225719e+00,-3.201884e+00
-1.460919e-01,-2.288235e-03,3.225642e+00,-2.418787e+00
-1.345222e-01,4.201626e-03,3.225543e+00,-1.955466e+00
-1.187251e-01,1.155499e-02,3.225419e+00,-1.672602e+00
-9.790714e-02,1.980920e-02,3.225266e+00,-1.500902e+00
-7.127835e-02,2.880949e-02,3.225081e+00,-1.387931e+00
-3.834966e-02,3.811155e-02,3.224861e+00,-1.309608e+00
7.587945e-04,4.700117e-02,3.224611e+00,-1.302788e+00
4.519515e-02,5.417664e-02,3.224337e+00,-1.258915e+00
9.333644e-02,5.741599e-02,3.224049e+00,-9.896391e-01
1.423531e-01,5.655432e-02,3.223761e+00,-6.658182e-01
1.889897e-01,5.417106e-02,3.223486e+00,-4.370371e-01
2.310266e-01,5.179717e-02,3.223235e+00,-3.004779e-01
2.673449e-01,4.951173e-02,3.223015e+00,-2.415262e-01
2.976788e-01,4.719097e-02,3.222827e+00,-1.828742e-01
3.223610e-01,4.473323e-02,3.222672e+00,-1.034547e-01
3.420262e-01,4.221627e-02,3.222545e+00,1.299295e-02
3.574315e-01,3.990048e-02,3.222444e+00,1.345105e-01
3.693642e-01,3.807970e-02,3.222363e+00,1.967046e-01
3.829624e-01,4.236172e-02,3.025257e+00,4.582222e-01
3.712483e-01,4.192667e-02,3.025352e+00,4.562175e-01
3.562566e-01,4.039521e-02,3.025473e+00,4.623284e-01
3.373113e-01,3.731377e-02,3.025624e+00,4.409881e-01
3.137915e-01,3.210634e-02,3.025811e+00,4.069038e-01
2.852652e-01,2.413022e-02,3.026039e+00,3.829235e-01
2.516386e-01,1.290335e-02,3.026309e+00,3.210787e-01
2.133991e-01,-1.748903e-03,3.026618e+00,2.124372e-01
1.714821e-01,-1.915268e-02,3.026958e+00,7.106625e-02
1.267458e-01,-3.697904e-02,3.027316e+00,-1.200610e-01
7.972729e-02,-5.088537e-02,3.027673e+00,-2.355639e-01
3.232046e-02,-5.774143e-02,3.028013e+00,-1.414001e-01
-1.202591e-02,-5.833789e-02,3.028323e+00,7.010632e-02
-5.076885e-02,-5.520835e-02,3.028592e+00,2.922917e-01
-8.300937e-02,-5.029451e-02,3.028819e+00,4.985940e-01
-1.089179e-01,-4.465644e-02,3.029005e+00,6.979567e-01
-1.291995e-01,-3.895010e-02,3.029154e+00,8.758478e-01
-1.447474e-01,-3.343713e-02,3.029272e+00,9.928152e-01
-1.563706e-01,-2.797968e-02,3.029364e+00,8.621961e-01
-1.637411e-01,-2.167161e-02,3.029434e+00,-1.601510e+00
-1.646958e-01,-1.554593e-02,3.029432e+00,-7.328361e+00
-1.600908e-01,-1.015825e-02,3.029360e+00,-3.461587e+00
-1.521858e-01,-4.182011e-03,3.029268e+00,-2.585315e+00
-1.405912e-01,2.599396e-03,3.029150e+00,-2.084832e+00
-1.245842e-01,1.036175e-02,3.029000e+00,-1.782925e+00
-1.032957e-01,1.915605e-02,3.028815e+00,-1.567792e+00
-7.584688e-02,2.881627e-02,3.028588e+00,-1.431080e+00
-4.167914e-02,3.887326e-02,3.028319e+00,-1.338880e+00
-8.900479e-04,4.856225e-02,3.028011e+00,-1.280761e+00
4.563238e-02,5.649157e-02,3.027671e+00,-1.225793e+00
9.616677e-02,6.029072e-02,3.027315e+00,-1.014866e+00
1.476661e-01,5.978356e-02,3.026958e+00,-6.959025e-01
1.965940e-01,5.769853e-02,3.026619e+00,-4.699302e-01
2.405506e-01,5.562098e-02,3.026311e+00,-3.280246e-01
2.783536e-01,5.361395e-02,3.026041e+00,-2.212074e-01
3.097523e-01,5.153218e-02,3.025813e+00,-1.613295e-01
3.351423e-01,4.926504e-02,3.025626e+00,-8.345249e-02
3.552359e-01,4.690689e-02,3.025474e+00,1.027401e-02
3.708640e-01,4.473878e-02,3.025353e+00,1.341225e-01
3.828758e-01,4.305231e-02,3.025258e+00,1.964745e-01
3.962453e-01,4.868161e-02,2.829310e+00,4.414280e-01
3.845011e-01,4.808079e-02,2.829417e+00,4.294042e-01
3.693704e-01,4.633579e-02,2.829555e+00,4.248080e-01
3.501239e-01,4.296308e-02,2.829729e+00,4.228304e-01
3.260840e-01,3.734378e-02,2.829946e+00,4.090853e-01
2.967663e-01,2.878911e-02,2.830211e+00,3.779973e-01
2.620427e-01,1.677884e-02,2.830528e+00,3.197023e-01
2.224098e-01,1.112911e-03,2.830893e+00,2.364379e-01
1.788489e-01,-1.750919e-02,2.831295e+00,1.056877e-01
1.322632e-01,-3.663937e-02,2.831720e+00,-8.629574e-02
8.319992e-02,-5.168080e-02,2.832144e+00,-2.117210e-01
3.366177e-02,-5.929616e-02,2.832548e+00,-1.118187e-01
-1.265970e-02,-6.032457e-02,2.832913e+00,1.043837e-01
-5.304060e-02,-5.744163e-02,2.833231e+00,3.225496e-01
-8.652832e-02,-5.268080e-02,2.833497e+00,5.411061e-01
-1.133218e-01,-4.715184e-02,2.833713e+00,7.352426e-01
-1.341905e-01,-4.153605e-02,2.833885e+00,8.933264e-01
-1.501005e-01,-3.610001e-02,2.834021e+00,9.966269e-01
-1.619240e-01,-3.069207e-02,2.834126e+00,8.075101e-01
-1.693865e-01,-2.439445e-02,2.834205e+00,-1.848527e+00
-1.704495e-01,-1.823836e-02,2.834203e+00,-7.705381e+00
-1.659994e-01,-1.273857e-02,2.834122e+00,-3.677526e+00
-1.581962e-01,-6.529105e-03,2.834017e+00,-2.735837e+00
-1.465865e-01,6.042705e-04,2.833881e+00,-2.147868e+00
-1.303814e-01,8.848345e-03,2.833708e+00,-1.817996e+00
-1.086368e-01,1.826904e-02,2.833492e+00,-1.606839e+00
-8.038517e-02,2.868984e-02,2.833226e+00,-1.459944e+00
-4.499836e-02,3.961668e-02,2.832909e+00,-1.353285e+00
-2.551379e-03,5.023304e-02,2.832544e+00,-1.299006e+00
4.603195e-02,5.905468e-02,2.832142e+00,-1.236213e+00
9.893235e-02,6.355901e-02,2.831719e+00,-9.858913e-01
1.528865e-01,6.355355e-02,2.831296e+00,-6.530726e-01
2.040787e-01,6.190959e-02,2.830894e+00,-4.326583e-01
2.499297e-01,6.026197e-02,2.830530e+00,-3.026040e-01
2.891945e-01,5.865455e-02,2.830214e+00,-2.032808e-01
3.216381e-01,5.691887e-02,2.829948e+00,-1.228269e-01
3.477186e-01,5.493486e-02,2.829731e+00,-5.334999e-02
3.682262e-01,5.281392e-02,2.829556e+00,2.282806e-03
3.840651e-01,5.085874e-02,2.829418e+00,1.182359e-01
3.961462e-01,4.936019e-02,2.829310e+00,2.056998e-01
4.090774e-01,5.617756e-02,2.636727e+00,4.430380e-01
3.973142e-01,5.536652e-02,2.636845e+00,4.467165e-01
3.820593e-01,5.335330e-02,2.636997e+00,4.121823e-01
3.625313e-01,4.962316e-02,2.637190e+00,3.839422e-01
3.379966e-01,4.351357e-02,2.637433e+00,3.739342e-01
3.079193e-01,3.428947e-02,2.637733e+00,3.720061e-01
2.721373e-01,2.139316e-02,2.638092e+00,3.209358e-01
2.311558e-01,4.601077e-03,2.638507e+00,2.303785e-01
1.860008e-01,-1.535889e-02,2.638968e+00,1.019790e-01
1.376193e-01,-3.591656e-02,2.639455e+00,-8.553987e-02
8.656777e-02,-5.221922e-02,2.639942e+00,-2.017695e-01
3.495568e-02,-6.072013e-02,2.640404e+00,-9.791911e-02
-1.328719e-02,-6.230123e-02,2.640822e+00,1.152131e-01
-5.525948e-02,-5.977450e-02,2.641183e+00,3.456149e-01
-8.995609e-02,-5.526225e-02,2.641484e+00,5.713784e-01
-1.176043e-01,-4.992319e-02,2.641728e+00,7.524141e-01
-1.390368e-01,-4.446468e-02,2.641921e+00,9.118540e-01
-1.552912e-01,-3.915983e-02,2.642071e+00,9.987834e-01
-1.673020e-01,-3.384521e-02,2.642187e+00,7.637095e-01
-1.748472e-01,-2.759264e-02,2.642273e+00,-2.017411e+00
-1.760167e-01,-2.140584e-02,2.642272e+00,-7.810185e+00
-1.717270e-01,-1.576015e-02,2.642183e+00,-3.697455e+00
-1.640337e-01,-9.276571e-03,2.642066e+00,-2.780789e+00
-1.524205e-01,-1.741497e-03,2.641915e+00,-2.250261e+00
-1.360342e-01,7.044484e-03,2.641722e+00,-1.896718e+00
-1.138565e-01,1.716360e-02,2.641479e+00,-1.661785e+00
-8.483267e-02,2.843014e-02,2.641178e+00,-1.518506e+00
-4.826624e-02,4.032570e-02,2.640817e+00,-1.390647e+00
-4.209599e-03,5.198143e-02,2.640400e+00,-1.300892e+00
4.637854e-02,6.181900e-02,2.639939e+00,-1.233584e+00
1.015831e-01,6.716142e-02,2.639453e+00,-9.819578e-01
1.579283e-01,6.779437e-02,2.638968e+00,-6.511896e-01
2.113246e-01,6.672375e-02,2.638509e+00,-4.212152e-01
2.590168e-01,6.562813e-02,2.638094e+00,-2.756150e-01
2.996987e-01,6.452930e-02,2.637735e+00,-1.982075e-01
3.331511e-01,6.323451e-02,2.637436e+00,-1.290441e-01
3.598938e-01,6.161433e-02,2.637192e+00,-3.244664e-02
3.807938e-01,5.979784e-02,2.636998e+00,3.775344e-02
3.968275e-01,5.811052e-02,2.636846e+00,1.377121e-01
4.089662e-01,5.684419e-02,2.636728e+00,2.166305e-01
4.211576e-01,6.506898e-02,2.449583e+00,4.339332e-01
4.093907e-01,6.400008e-02,2.449708e+00,4.388233e-01
3.940332e-01,6.165823e-02,2.449870e+00,4.480930e-01
3.742539e-01,5.749540e-02,2.450078e+00,4.447319e-01
3.492650e-01,5.080373e-02,2.450342e+00,3.898464e-01
3.184810e-01,4.080088e-02,2.450670e+00,3.511589e-01
2.817067e-01,2.689179e-02,2.451064e+00,3.186267e-01
2.394551e-01,8.831554e-03,2.451523e+00,2.168332e-01
1.927949e-01,-1.261977e-02,2.452034e+00,8.444864e-02
1.427136e-01,-3.476564e-02,2.452575e+00,-8.093449e-02
8.977531e-02,-5.249484e-02,2.453116e+00,-2.049669e-01
3.619103e-02,-6.204743e-02,2.453630e+00,-9.589031e-02
-1.387929e-02,-6.433924e-02,2.454093e+00,1.391681e-01
-5.736274e-02,-6.231001e-02,2.454491e+00,3.524567e-01
-9.320366e-02,-5.816674e-02,2.454822e+00,5.649452e-01
-1.216567e-01,-5.311668e-02,2.455088e+00,7.644135e-01
-1.436158e-01,-4.789493e-02,2.455297e+00,9.188416e-01
-1.601876e-01,-4.278393e-02,2.455459e+00,9.990328e-01
-1.723665e-01,-3.761194e-02,2.455582e+00,7.208874e-01
-1.799811e-01,-3.144258e-02,2.455675e+00,-2.199834e+00
-1.812545e-01,-2.522502e-02,2.455673e+00,-7.802998e+00
-1.771320e-01,-1.939705e-02,2.455578e+00,-3.786148e+00
-1.695595e-01,-1.259487e-02,2.455454e+00,-2.965425e+00
-1.579606e-01,-4.602764e-03,2.455291e+00,-2.409055e+00
-1.414195e-01,4.794006e-03,2.455082e+00,-1.999895e+00
-1.188468e-01,1.569652e-02,2.454816e+00,-1.763185e+00
-8.910324e-02,2.791251e-02,2.454486e+00,-1.549031e+00
-5.142584e-02,4.090072e-02,2.454088e+00,-1.437236e+00
-5.844685e-03,5.373987e-02,2.453626e+00,-1.345173e+00
4.664860e-02,6.475537e-02,2.453113e+00,-1.254854e+00
1.040473e-01,7.111232e-02,2.452574e+00,-9.847385e-01
1.626711e-01,7.256567e-02,2.452035e+00,-6.399271e-01
2.181658e-01,7.224266e-02,2.451525e+00,-4.025374e-01
2.676070e-01,7.185671e-02,2.451067e+00,-2.310556e-01
3.096300e-01,7.140357e-02,2.450672e+00,-1.407836e-01
3.440313e-01,7.066538e-02,2.450345e+00,-5.035701e-02
3.713910e-01,6.950450e-02,2.450080e+00,6.429750e-02
3.926501e-01,6.806943e-02,2.449871e+00,9.715095e-02
4.088547e-01,6.671065e-02,2.449709e+00,1.358674e-01
4.210346e-01,6.572387e-02,2.449583e+00,2.323691e-01
4.321608e-01,7.618009e-02,2.269763e+00,3.830679e-01
4.204094e-01,7.479033e-02,2.269891e+00,3.894104e-01
4.049775e-01,7.203768e-02,2.270059e+00,4.207680e-01
3.849869e-01,6.733677e-02,2.270276e+00,4.009100e-01
3.595992e-01,5.993070e-02,2.270552e+00,3.676977e-01
3.281819e-01,4.898696e-02,2.270898e+00,3.188312e-01
2.905083e-01,3.387225e-02,2.271317e+00,2.763817e-01
2.470984e-01,1.432282e-02,2.271806e+00,2.123531e-01
1.990602e-01,-8.862971e-03,2.272353e+00,8.283350e-02
1.474175e-01,-3.285393e-02,2.272932e+00,-1.021218e-01
9.273787e-02,-5.227326e-02,2.273512e+00,-2.003680e-01
3.732654e-02,-6.313909e-02,2.274062e+00,-7.401353e-02
-1.443805e-02,-6.638643e-02,2.274557e+00,1.622507e-01
-5.931984e-02,-6.506976e-02,2.274981e+00,3.969634e-01
-9.621509e-02,-6.147525e-02,2.275332e+00,5.935519e-01
-1.254044e-01,-5.685897e-02,2.275612e+00,7.801881e-01
-1.478398e-01,-5.198736e-02,2.275831e+00,9.409103e-01
-1.646930e-01,-4.715747e-02,2.275999e+00,9.979879e-01
-1.770148e-01,-4.219494e-02,2.276127e+00,6.941867e-01
-1.846822e-01,-3.615936e-02,2.276221e+00,-2.230082e+00
-1.860558e-01,-2.991105e-02,2.276219e+00,-7.530017e+00
-1.821085e-01,-2.385265e-02,2.276122e+00,-3.810909e+00
-1.746710e-01,-1.667140e-02,2.275994e+00,-2.904084e+00
-1.631097e-01,-8.144806e-03,2.275825e+00,-2.329945e+00
-1.464501e-01,1.962010e-03,2.275606e+00,-2.002505e+00
-1.235351e-01,1.377382e-02,2.275326e+00,-1.745228e+00
-9.314553e-02,2.709665e-02,2.274976e+00,-1.542379e+00
-5.445451e-02,4.136937e-02,2.274552e+00,-1.416343e+00
-7.470184e-03,5.561802e-02,2.274058e+00,-1.328859e+00
4.678590e-02,6.806745e-02,2.273509e+00,-1.248400e+00
1.062217e-01,7.571736e-02,2.272931e+00,-9.777603e-01
1.669640e-01,7.827639e-02,2.272353e+00,-6.231494e-01
2.244072e-01,7.897187e-02,2.271808e+00,-3.870688e-01
2.754674e-01,7.953758e-02,2.271319e+00,-2.635599e-01
3.187252e-01,7.993693e-02,2.270901e+00,-1.775008e-01
3.539927e-01,7.992608e-02,2.270555e+00,-8.445437e-02
3.819076e-01,7.936178e-02,2.270278e+00,-2.880299e-02
4.034814e-01,7.841583e-02,2.270060e+00,4.353175e-02
4.198262e-01,7.746816e-02,2.269892e+00,1.560038e-01
4.320266e-01,7.682348e-02,2.269764e+00,1.989533e-01
4.418763e-01,8.905907e-02,2.098796e+00,4.190372e-01
4.301607e-01,8.730413e-02,2.098923e+00,3.850135e-01
4.146857e-01,8.408080e-02,2.099091e+00,3.878640e-01
3.945299e-01,7.876275e-02,2.099310e+00,4.152827e-01
3.688084e-01,7.054067e-02,2.099591e+00,3.897291e-01
3.368454e-01,5.852923e-02,2.099944e+00,3.395847e-01
2.983851e-01,4.205576e-02,2.100375e+00,2.865753e-01
2.539537e-01,2.083984e-02,2.100880e+00,1.982787e-01
2.046941e-01,-4.276802e-03,2.101447e+00,6.864265e-02
1.516609e-01,-3.032182e-02,2.102048e+00,-9.656693e-02
9.541964e-02,-5.164857e-02,2.102650e+00,-1.828378e-01
3.836013e-02,-6.404702e-02,2.103221e+00,-5.238938e-02
-1.493541e-02,-6.845695e-02,2.103733e+00,1.859692e-01
-6.107804e-02,-6.803410e-02,2.104171e+00,4.196789e-01
-9.891891e-02,-6.513804e-02,2.104530e+00,6.227169e-01
-1.287627e-01,-6.107389e-02,2.104816e+00,7.901881e-01
-1.516151e-01,-5.664291e-02,2.105039e+00,9.397793e-01
-1.687082e-01,-5.216186e-02,2.105208e+00,9.970415e-01
-1.811449e-01,-4.745936e-02,2.105336e+00,6.586426e-01
-1.888466e-01,-4.159526e-02,2.105430e+00,-2.333503e+00
-1.903160e-01,-3.531677e-02,2.105428e+00,-7.174706e+00
-1.865516e-01,-2.899378e-02,2.105332e+00,-3.824058e+00
-1.792639e-01,-2.139071e-02,2.105203e+00,-2.928674e+00
-1.677664e-01,-1.227387e-02,2.105033e+00,-2.363146e+00
-1.510303e-01,-1.383707e-03,2.104810e+00,-1.989920e+00
-1.278360e-01,1.143286e-02,2.104524e+00,-1.738566e+00
-9.688927e-02,2.598520e-02,2.104165e+00,-1.556273e+00
-5.730340e-02,4.169572e-02,2.103728e+00,-1.417777e+00
-9.064923e-03,5.753841e-02,2.103217e+00,-1.322729e+00
4.677851e-02,7.163464e-02,2.102647e+00,-1.229403e+00
1.080578e-01,8.081313e-02,2.102046e+00,-9.480177e-01
1.707210e-01,8.472161e-02,2.101447e+00,-5.879675e-01
2.299288e-01,8.666591e-02,2.100882e+00,-3.471162e-01
2.824491e-01,8.838621e-02,2.100378e+00,-2.182765e-01
3.268129e-01,8.980814e-02,2.099947e+00,-1.359974e-01
3.628476e-01,9.066191e-02,2.099594e+00,-9.393382e-02
3.912452e-01,9.080175e-02,2.099312e+00,-5.226815e-02
4.130825e-01,9.042666e-02,2.099093e+00,7.824226e-02
4.295328e-01,8.995032e-02,2.098924e+00,2.228780e-01
4.417314e-01,8.969136e-02,2.098797e+00,2.736417e-01
4.500388e-01,1.038750e-01,1.937953e+00,3.417074e-01
4.383832e-01,1.017091e-01,1.938075e+00,4.175915e-01
4.229026e-01,9.795115e-02,1.938236e+00,4.328707e-01
4.026376e-01,9.192896e-02,1.938449e+00,3.947477e-01
3.766619e-01,8.277612e-02,1.938724e+00,3.658671e-01
3.442613e-01,6.955047e-02,1.939071e+00,3.432058e-01
3.051538e-01,5.153796e-02,1.939497e+00,2.822298e-01
2.598710e-01,2.844354e-02,1.939999e+00,1.980310e-01
2.095857e-01,1.158610e-03,1.940563e+00,6.139298e-02
1.553753e-01,-2.719460e-02,1.941163e+00,-1.286322e-01
9.779617e-02,-5.069287e-02,1.941764e+00,-2.031370e-01
3.930990e-02,-6.488872e-02,1.942333e+00,-7.005924e-02
-1.531527e-02,-7.070887e-02,1.942842e+00,1.565586e-01
-6.254987e-02,-7.139424e-02,1.943276e+00,3.906997e-01
-1.012034e-01,-6.937134e-02,1.943632e+00,6.140527e-01
-1.316020e-01,-6.599520e-02,1.943913e+00,8.048690e-01
-1.547997e-01,-6.210674e-02,1.944130e+00,9.450954e-01
-1.720829e-01,-5.804905e-02,1.944294e+00,9.926794e-01
-1.846010e-01,-5.366085e-02,1.944417e+00,6.917991e-01
-1.923157e-01,-4.800771e-02,1.944507e+00,-2.043875e+00
-1.938758e-01,-4.169979e-02,1.944505e+00,-6.524153e+00
-1.903037e-01,-3.507686e-02,1.944413e+00,-3.616912e+00
-1.831842e-01,-2.700659e-02,1.944289e+00,-2.843020e+00
-1.717829e-01,-1.723858e-02,1.944124e+00,-2.389063e+00
-1.550224e-01,-5.482712e-03,1.943907e+00,-2.008560e+00
-1.316268e-01,8.448487e-03,1.943626e+00,-1.727748e+00
-1.002334e-01,2.437430e-02,1.943271e+00,-1.567068e+00
-5.990019e-02,4.170523e-02,1.942837e+00,-1.417889e+00
-1.059258e-02,5.936399e-02,1.942329e+00,-1.333874e+00
4.662068e-02,7.536441e-02,1.941761e+00,-1.243741e+00
1.095040e-01,8.635636e-02,1.941161e+00,-9.484827e-01
1.738444e-01,9.190803e-02,1.940563e+00,-5.764180e-01
2.345901e-01,9.537722e-02,1.940001e+00,-3.234508e-01
2.883752e-01,9.849330e-02,1.939500e+00,-1.915242e-01
3.336869e-01,1.011375e-01,1.939074e+00,-1.165920e-01
3.703680e-01,1.030143e-01,1.938726e+00,-6.327657e-02
3.991598e-01,1.039798e-01,1.938451e+00,1.999217e-02
4.211989e-01,1.042657e-01,1.938238e+00,1.043073e-01
4.377134e-01,1.043250e-01,1.938076e+00,2.314598e-01
4.498840e-01,1.044967e-01,1.937953e+00,2.731656e-01
4.567546e-01,1.206819e-01,1.788132e+00,3.519906e-01
4.451760e-01,1.180663e-01,1.788243e+00,3.310302e-01
4.297192e-01,1.137172e-01,1.788392e+00,3.420660e-01
4.093914e-01,1.069118e-01,1.788589e+00,3.190645e-01
3.832304e-01,9.672144e-02,1.788845e+00,3.044787e-01
3.504885e-01,8.214273e-02,1.789171e+00,2.994169e-01
3.108608e-01,6.241787e-02,1.789573e+00,2.600488e-01
2.648834e-01,3.723904e-02,1.790048e+00,1.790192e-01
2.137543e-01,7.553549e-03,1.790583e+00,4.995366e-02
1.585667e-01,-2.335769e-02,1.791152e+00,-1.284180e-01
9.986062e-02,-4.928823e-02,1.791724e+00,-2.152013e-01
4.015759e-02,-6.554394e-02,1.792264e+00,-7.612699e-02
-1.560637e-02,-7.301964e-02,1.792747e+00,1.707483e-01
-6.377397e-02,-7.502450e-02,1.793157e+00,4.100930e-01
-1.031165e-01,-7.404526e-02,1.793492e+00,6.223723e-01
-1.339789e-01,-7.148791e-02,1.793755e+00,8.053300e-01
-1.574580e-01,-6.823827e-02,1.793957e+00,9.449958e-01
-1.748883e-01,-6.467280e-02,1.794110e+00,9.957927e-01
-1.874603e-01,-6.064779e-02,1.794223e+00,6.895087e-01
-1.951715e-01,-5.524048e-02,1.794305e+00,-2.112829e+00
-1.968164e-01,-4.890414e-02,1.794303e+00,-5.833868e+00
-1.934400e-01,-4.195109e-02,1.794219e+00,-3.398052e+00
-1.864997e-01,-3.337442e-02,1.794105e+00,-2.572441e+00
-1.752187e-01,-2.290116e-02,1.793953e+00,-2.151986e+00
-1.584766e-01,-1.020451e-02,1.793750e+00,-1.887721e+00
-1.349472e-01,4.943885e-03,1.793486e+00,-1.672518e+00
-1.032064e-01,2.238033e-02,1.793152e+00,-1.501774e+00
-6.226178e-02,4.150849e-02,1.792742e+00,-1.366610e+00
-1.205825e-02,6.120094e-02,1.792260e+00,-1.272354e+00
4.631895e-02,7.936007e-02,1.791721e+00,-1.179738e+00
1.105779e-01,9.244897e-02,1.791151e+00,-8.946366e-01
1.763630e-01,9.993670e-02,1.790583e+00,-5.428885e-01
2.384308e-01,1.052051e-01,1.790049e+00,-3.095897e-01
2.932964e-01,1.099546e-01,1.789575e+00,-1.908029e-01
3.394091e-01,1.140153e-01,1.789174e+00,-1.282625e-01
3.766262e-01,1.170670e-01,1.788848e+00,-6.714100e-02
4.057339e-01,1.189723e-01,1.788591e+00,1.357759e-02
4.279220e-01,1.200015e-01,1.788393e+00,1.290700e-01
4.444673e-01,1.206533e-01,1.788244e+00,2.076909e-01
4.565906e-01,1.212935e-01,1.788133e+00,2.642151e-01
4.619834e-01,1.386815e-01,1.649826e+00,3.451943e-01
4.504973e-01,1.356023e-01,1.649922e+00,3.119803e-01
4.350923e-01,1.306375e-01,1.650052e+00,3.046929e-01
4.147476e-01,1.230100e-01,1.650225e+00,2.957366e-01
3.884709e-01,1.117256e-01,1.650452e+00,2.777864e-01
3.554862e-01,9.571663e-02,1.650742e+00,2.505247e-01
3.154691e-01,7.417967e-02,1.651101e+00,2.239674e-01
2.689598e-01,4.679544e-02,1.651527e+00,1.728810e-01
2.171762e-01,1.457116e-02,1.652008e+00,3.978002e-02
1.612199e-01,-1.904887e-02,1.652520e+00,-1.579221e-01
1.016073e-01,-4.757383e-02,1.653035e+00,-2.600649e-01
4.090661e-02,-6.605890e-02,1.653521e+00,-1.319884e-01
-1.579743e-02,-7.535188e-02,1.653955e+00,1.297028e-01
-6.473306e-02,-7.881522e-02,1.654323e+00,3.991087e-01
-1.046370e-01,-7.898965e-02,1.654621e+00,6.138486e-01
-1.358699e-01,-7.733263e-02,1.654855e+00,7.992195e-01
-1.595657e-01,-7.477875e-02,1.655034e+00,9.420071e-01
-1.771003e-01,-7.174341e-02,1.655168e+00,1.001022e+00
-1.896996e-01,-6.810646e-02,1.655266e+00,7.244272e-01
-1.973917e-01,-6.296175e-02,1.655337e+00,-1.866514e+00
-1.991155e-01,-5.659852e-02,1.655336e+00,-5.082905e+00
-1.959364e-01,-4.930399e-02,1.655263e+00,-3.119553e+00
-1.891848e-01,-4.020631e-02,1.655164e+00,-2.517879e+00
-1.780471e-01,-2.900549e-02,1.655030e+00,-2.089479e+00
-1.613657e-01,-1.533340e-02,1.654851e+00,-1.786708e+00
-1.377712e-01,1.084121e-03,1.654616e+00,-1.534466e+00
-1.057850e-01,2.010636e-02,1.654318e+00,-1.396132e+00
-6.436976e-02,4.113475e-02,1.653951e+00,-1.328846e+00
-1.345060e-02,6.299381e-02,1.653518e+00,-1.250126e+00
4.587570e-02,8.347308e-02,1.653033e+00,-1.160376e+00
1.112719e-01,9.884519e-02,1.652519e+00,-8.494466e-01
1.782585e-01,1.084653e-01,1.652008e+00,-4.892906e-01
2.414236e-01,1.157154e-01,1.651529e+00,-2.676074e-01
2.971784e-01,1.222526e-01,1.651103e+00,-1.396232e-01
3.439402e-01,1.278519e-01,1.650745e+00,-7.481958e-02
3.815802e-01,1.321691e-01,1.650454e+00,-9.499498e-03
4.109244e-01,1.350783e-01,1.650227e+00,6.440759e-02
