x,y,z,cp
4.332089e-01,1.368930e-01,1.650053e+00,1.494668e-01
4.497528e-01,1.381621e-01,1.649923e+00,2.334688e-01
4.618108e-01,1.392836e-01,1.649827e+00,2.687419e-01
4.649277e-01,1.588008e-01,1.523461e+00,1.736734e-01
4.535666e-01,1.552231e-01,1.523535e+00,2.084795e-01
4.382654e-01,1.495884e-01,1.523637e+00,2.287747e-01
4.179827e-01,1.410594e-01,1.523773e+00,2.056627e-01
3.917038e-01,1.285698e-01,1.523952e+00,1.845135e-01
3.586322e-01,1.109819e-01,1.524182e+00,1.662905e-01
3.184290e-01,8.744299e-02,1.524468e+00,1.209120e-01
2.716375e-01,5.762407e-02,1.524808e+00,5.162237e-02
2.194879e-01,2.259933e-02,1.525193e+00,-4.320741e-02
1.630777e-01,-1.401264e-02,1.525604e+00,-2.079094e-01
1.028858e-01,-4.542734e-02,1.526016e+00,-2.875845e-01
4.150774e-02,-6.643712e-02,1.526406e+00,-1.315443e-01
-1.584787e-02,-7.782091e-02,1.526753e+00,1.318311e-01
-6.531119e-02,-8.297562e-02,1.527046e+00,3.782957e-01
-1.055885e-01,-8.448891e-02,1.527284e+00,5.977571e-01
-1.370523e-01,-8.387156e-02,1.527470e+00,7.862156e-01
-1.608654e-01,-8.211356e-02,1.527610e+00,9.330883e-01
-1.784361e-01,-7.967768e-02,1.527715e+00,1.004596e+00
-1.910176e-01,-7.647612e-02,1.527792e+00,7.963710e-01
-1.986624e-01,-7.162645e-02,1.527847e+00,-1.464222e+00
-2.004592e-01,-6.523756e-02,1.527846e+00,-4.064523e+00
-1.974917e-01,-5.757426e-02,1.527790e+00,-2.702773e+00
-1.909564e-01,-4.791853e-02,1.527712e+00,-2.244564e+00
-1.800100e-01,-3.593658e-02,1.527607e+00,-1.887216e+00
-1.634662e-01,-2.121157e-02,1.527466e+00,-1.638695e+00
-1.399213e-01,-3.415660e-03,1.527280e+00,-1.461148e+00
-1.078518e-01,1.734201e-02,1.527043e+00,-1.320829e+00
-6.618153e-02,4.046677e-02,1.526750e+00,-1.183030e+00
-1.481629e-02,6.473644e-02,1.526403e+00,-1.109761e+00
4.514350e-02,8.782272e-02,1.526014e+00,-1.055152e+00
1.113313e-01,1.057976e-01,1.525603e+00,-8.080919e-01
1.791699e-01,1.178791e-01,1.525193e+00,-4.769607e-01
2.431080e-01,1.274174e-01,1.524809e+00,-2.753458e-01
2.994730e-01,1.360057e-01,1.524469e+00,-1.747386e-01
3.466594e-01,1.433557e-01,1.524184e+00,-7.103316e-02
3.845514e-01,1.491011e-01,1.523954e+00,-1.847997e-02
4.140082e-01,1.531333e-01,1.523774e+00,5.375494e-02
4.363036e-01,1.558165e-01,1.523638e+00,1.519215e-01
4.527896e-01,1.577574e-01,1.523536e+00,1.785859e-01
4.647475e-01,1.593940e-01,1.523461e+00,7.679794e-02
4.655119e-01,1.809757e-01,1.409031e+00,1.388493e-01
4.543084e-01,1.768706e-01,1.409076e+00,8.808632e-02
4.391637e-01,1.705194e-01,1.409139e+00,8.059364e-02
4.190236e-01,1.610181e-01,1.409223e+00,6.760524e-02
3.928598e-01,1.472225e-01,1.409334e+00,5.141466e-02
3.598631e-01,1.279186e-01,1.409478e+00,3.033449e-02
3.196855e-01,1.022013e-01,1.409657e+00,3.906395e-02
2.728725e-01,6.973279e-02,1.409871e+00,-7.252198e-03
2.206589e-01,3.166127e-02,1.410113e+00,-1.191357e-01
1.641244e-01,-8.209999e-03,1.410372e+00,-2.936276e-01
1.036955e-01,-4.279399e-02,1.410632e+00,-3.719300e-01
4.197399e-02,-6.660847e-02,1.410878e+00,-1.986167e-01
-1.573298e-02,-8.034225e-02,1.411096e+00,8.490455e-02
-6.547447e-02,-8.740816e-02,1.411281e+00,3.611051e-01
-1.059306e-01,-9.043397e-02,1.411430e+00,5.810529e-01
-1.374811e-01,-9.098573e-02,1.411545e+00,7.680038e-01
-1.613093e-01,-9.011534e-02,1.411633e+00,9.131280e-01
-1.788466e-01,-8.834131e-02,1.411698e+00,1.006171e+00
-1.913649e-01,-8.561677e-02,1.411745e+00,8.728568e-01
-1.989342e-01,-8.109003e-02,1.411779e+00,-1.012253e+00
-2.007982e-01,-7.467683e-02,1.411778e+00,-3.072233e+00
-1.980566e-01,-6.662208e-02,1.411744e+00,-2.121851e+00
-1.917659e-01,-5.637694e-02,1.411696e+00,-1.841738e+00
-1.810604e-01,-4.356714e-02,1.411631e+00,-1.579839e+00
-1.647339e-01,-2.771996e-02,1.411543e+00,-1.378982e+00
-1.413579e-01,-8.446101e-03,1.411427e+00,-1.253412e+00
-1.093738e-01,1.418540e-02,1.411279e+00,-1.155713e+00
-6.767348e-02,3.958994e-02,1.411094e+00,-1.107174e+00
-1.614359e-02,6.650012e-02,1.410876e+00,-1.064604e+00
4.412021e-02,9.246513e-02,1.410631e+00,-9.824651e-01
1.107394e-01,1.133465e-01,1.410372e+00,-7.233549e-01
1.790658e-01,1.282025e-01,1.410114e+00,-4.033450e-01
2.434392e-01,1.403199e-01,1.409872e+00,-1.925940e-01
3.001249e-01,1.512077e-01,1.409658e+00,-1.007591e-01
3.475029e-01,1.605074e-01,1.409479e+00,-5.907111e-02
3.854702e-01,1.678315e-01,1.409335e+00,-8.552508e-03
4.149124e-01,1.730955e-01,1.409224e+00,5.283745e-02
4.371311e-01,1.767214e-01,1.409139e+00,1.267924e-01
4.535022e-01,1.793811e-01,1.409077e+00,1.960511e-01
4.653248e-01,1.815607e-01,1.409031e+00,1.946711e-01
4.646971e-01,2.027895e-01,1.305874e+00,-1.468834e-01
4.536592e-01,1.981840e-01,1.305889e+00,-1.731559e-01
4.386905e-01,1.911457e-01,1.305909e+00,-1.599052e-01
4.187290e-01,1.807045e-01,1.305937e+00,-1.963497e-01
3.927390e-01,1.656378e-01,1.305974e+00,-2.101097e-01
3.599042e-01,1.446563e-01,1.306021e+00,-2.437323e-01
3.198709e-01,1.168020e-01,1.306081e+00,-2.880727e-01
2.731871e-01,8.172894e-02,1.306152e+00,-2.708508e-01
2.210868e-01,4.065856e-02,1.306233e+00,-2.826308e-01
1.646247e-01,-2.424931e-03,1.306319e+00,-3.609638e-01
1.041675e-01,-4.014185e-02,1.306406e+00,-3.797727e-01
4.230999e-02,-6.674241e-02,1.306488e+00,-1.860802e-01
-1.556122e-02,-8.281905e-02,1.306561e+00,8.516127e-02
-6.542719e-02,-9.179092e-02,1.306622e+00,3.324120e-01
-1.059452e-01,-9.632110e-02,1.306672e+00,5.519552e-01
-1.374992e-01,-9.802976e-02,1.306710e+00,7.486555e-01
-1.612868e-01,-9.803136e-02,1.306739e+00,9.085392e-01
-1.787558e-01,-9.690193e-02,1.306760e+00,1.011873e+00
-1.911911e-01,-9.463786e-02,1.306776e+00,9.384071e-01
-1.986750e-01,-9.042057e-02,1.306787e+00,-4.306009e-01
-2.006001e-01,-8.398517e-02,1.306786e+00,-1.729975e+00
-1.980805e-01,-7.555858e-02,1.306775e+00,-1.213958e+00
-1.920370e-01,-6.475089e-02,1.306760e+00,-1.078538e+00
-1.815879e-01,-5.114606e-02,1.306738e+00,-9.937264e-01
-1.655124e-01,-3.421441e-02,1.306709e+00,-9.504667e-01
-1.423643e-01,-1.350402e-02,1.306671e+00,-9.343479e-01
-1.105575e-01,1.095887e-02,1.306621e+00,-9.197979e-01
-6.895702e-02,3.860275e-02,1.306560e+00,-8.997703e-01
-1.743154e-02,6.811831e-02,1.306487e+00,-8.786727e-01
4.293297e-02,9.693591e-02,1.306406e+00,-8.235477e-01
1.097569e-01,1.207117e-01,1.306319e+00,-5.961874e-01
1.783403e-01,1.383405e-01,1.306233e+00,-3.453254e-01
2.429368e-01,1.530333e-01,1.306152e+00,-2.231022e-01
2.997642e-01,1.662087e-01,1.306081e+00,-1.512381e-01
3.471944e-01,1.774384e-01,1.306022e+00,-1.008921e-01
3.851356e-01,1.863164e-01,1.305974e+00,-6.622750e-02
4.144947e-01,1.927843e-01,1.305937e+00,1.021798e-02
4.365942e-01,1.973236e-01,1.305909e+00,5.646940e-02
4.528267e-01,2.006727e-01,1.305889e+00,1.145847e-01
4.645038e-01,2.033669e-01,1.305874e+00,1.986109e-01
